,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
267865,822,2.0,3.0,10010.0,D4,3.0,9384.0,119136.0,17.0,56.0,15068700.0,2005.0,-73.9914223,40.740404299999994,3
267868,823,2.0,3.0,10010.0,RM,4.0,24000.0,273728.0,18.0,292.0,49988250.0,2014.0,-73.99112990000002,40.74094229999999,3
267877,826,2.0,3.0,10010.0,HB,5.0,4115.0,44876.0,17.0,1.0,8984250.0,2006.0,-73.9910682,40.7432836,0
267887,825,2.0,3.0,10010.0,D6,4.0,8063.0,117133.0,25.0,49.0,4896000.0,2018.0,-73.99094559999999,40.742526,3
267904,826,2.0,3.0,10010.0,O6,5.0,4938.0,65372.0,16.0,16.0,5981850.0,1913.0,-73.9908264,40.743497600000005,0
267916,827,2.0,3.0,10010.0,D7,4.0,29625.0,428340.0,36.0,410.0,59175900.0,2005.0,-73.9912233,40.7443376,2
267924,831,2.0,3.0,10001.0,H2,5.0,7718.0,101189.0,26.0,1.0,4852800.0,2020.0,-73.989469,40.7468461,0
267938,832,2.0,4.0,10001.0,H9,5.0,5769.0,78211.0,21.0,198.0,12643650.0,2018.0,-73.9864122,40.7464313,0
267949,832,2.0,4.0,10001.0,H2,5.0,4938.0,60270.0,19.0,1.0,7367850.0,2009.0,-73.9876608,40.7470161,0
267963,830,2.0,3.0,10001.0,H3,5.0,4351.0,50150.0,22.0,1.0,9290250.0,2012.0,-73.98919120000001,40.7460419,0
267971,830,2.0,3.0,10001.0,H1,5.0,11525.0,272334.0,40.0,1.0,9840600.0,2018.0,-73.9891552,40.74572620000001,2
267978,830,2.0,3.0,10001.0,H1,5.0,6641.0,272334.0,40.0,1.0,5670450.0,2018.0,-73.98893509999999,40.745572499999994,2
267981,833,2.0,4.0,10001.0,H3,5.0,4938.0,80185.0,17.0,9.0,9123300.0,1913.0,-73.98634709999999,40.747263000000004,0
268006,837,2.0,4.0,10018.0,H1,5.0,6430.0,91099.0,22.0,1.0,11117250.0,2013.0,-73.98546230000001,40.750251899999995,0
268008,839,2.0,4.0,10018.0,H3,5.0,2469.0,28059.0,18.0,69.0,2334150.0,2017.0,-73.984087,40.7509709,0
268009,833,2.0,4.0,10001.0,O6,5.0,7407.0,113000.0,16.0,17.0,6064650.0,1913.0,-73.98693890000001,40.7475156,0
268020,837,2.0,4.0,10018.0,H3,5.0,3283.0,37195.0,17.0,1.0,7084800.0,2011.0,-73.98567159999999,40.7503398,0
268025,837,2.0,4.0,10018.0,H3,5.0,5925.0,79000.0,25.0,1.0,12641400.0,2010.0,-73.9858159,40.7504002,0
268026,834,2.0,4.0,10001.0,D6,4.0,9000.0,194422.0,41.0,224.0,23850450.0,2016.0,-73.9871228,40.7484104,2
268033,837,2.0,4.0,10018.0,H3,5.0,4444.0,51157.0,18.0,1.0,9400950.0,2012.0,-73.9860505,40.7504963,0
268035,838,2.0,4.0,10018.0,O6,5.0,4740.0,80500.0,16.0,19.0,5296950.0,1917.0,-73.98459240000001,40.750375299999995,0
268038,840,2.0,4.0,10018.0,O6,5.0,5036.0,63412.0,16.0,16.0,5035500.0,1924.0,-73.98487709999999,40.7521045,0
268039,838,2.0,4.0,10018.0,O6,5.0,10288.0,130625.0,18.0,28.0,9559800.0,1926.0,-73.9856209,40.7511248,0
268046,840,2.0,4.0,10018.0,O6,5.0,9381.0,157748.0,19.0,30.0,9963000.0,1927.0,-73.9844873,40.752266399999996,0
268049,838,2.0,4.0,10018.0,O6,5.0,4938.0,62135.0,16.0,15.0,4725000.0,1924.0,-73.98427840000001,40.750243499999996,0
268054,838,2.0,4.0,10018.0,H2,5.0,4246.0,56572.0,22.0,139.0,8993250.0,2017.0,-73.9839861,40.75043839999999,0
268055,839,2.0,4.0,10018.0,H2,5.0,6616.0,80649.0,19.0,200.0,1818900.0,2018.0,-73.98445140000001,40.7514403,0
268056,840,2.0,4.0,10018.0,O6,5.0,6320.0,92739.0,16.0,22.0,7140150.0,1912.0,-73.98425999999999,40.7518465,0
268057,840,2.0,4.0,10018.0,H2,5.0,4148.0,88551.0,34.0,173.0,549000.0,2018.0,-73.984942,40.752458600000004,2
268058,839,2.0,4.0,10018.0,O6,5.0,5925.0,98270.0,18.0,26.0,4919400.0,1930.0,-73.98517690000001,40.7514266,0
268062,840,2.0,4.0,10018.0,O6,5.0,4246.0,65240.0,17.0,19.0,4210650.0,1917.0,-73.9839533,40.7517174,0
268070,840,2.0,4.0,10018.0,H2,5.0,11159.0,133564.0,27.0,1.0,15219900.0,2019.0,-73.9838125,40.751912299999994,0
268075,839,2.0,4.0,10018.0,O6,5.0,9194.0,129465.0,16.0,22.0,7014150.0,1920.0,-73.98427459999999,40.7510477,0
268082,841,2.0,4.0,10018.0,O6,5.0,12343.0,208528.0,16.0,18.0,26451450.0,1906.0,-73.9838628,40.7524914,0
268091,841,2.0,4.0,10018.0,O6,5.0,6172.0,79056.0,16.0,23.0,6139350.0,1925.0,-73.98341529999999,40.752302,0
268106,855,2.0,2.0,10010.0,O4,5.0,22218.0,524937.0,43.0,159.0,42750450.0,1971.0,-73.9862687,40.7423828,2
268112,857,2.0,2.0,10016.0,O4,5.0,11100.0,258639.0,24.0,73.0,44421300.0,1927.0,-73.9870767,40.7443646,0
268113,858,2.0,4.0,10016.0,D8,3.0,21181.0,407555.0,48.0,406.0,61618500.0,1998.0,-73.9862141,40.7446417,2
268114,856,2.0,2.0,10010.0,O4,5.0,11553.0,217991.0,21.0,35.0,26695350.0,1913.0,-73.9872284,40.7434397,0
268115,851,2.0,2.0,10010.0,RM,4.0,10714.0,147728.0,51.0,65.0,30519456.0,2008.0,-73.98810590000001,40.740508399999996,2
268117,851,2.0,2.0,10010.0,RM,4.0,28028.0,363054.0,29.0,426.0,63643051.0,1985.0,-73.9888889,40.7407939,3
268120,856,2.0,2.0,10010.0,R4,3.0,16590.0,151016.0,20.0,69.0,26505001.0,1912.0,-73.9870047,40.743343599999996,3
268122,855,2.0,2.0,10010.0,O3,5.0,11350.0,185000.0,16.0,17.0,18960300.0,1913.0,-73.9858033,40.741886,0
268131,857,2.0,2.0,10016.0,O4,5.0,10350.0,232133.0,20.0,53.0,35433450.0,1927.0,-73.9848503,40.743052399999996,0
268133,859,2.0,2.0,10016.0,O6,5.0,8425.0,126784.0,16.0,16.0,16011450.0,1913.0,-73.98377099999999,40.7442544,0
268135,855,2.0,2.0,10010.0,O4,5.0,19750.0,389000.0,21.0,2.0,93179250.0,1913.0,-73.9855903,40.7420973,0
268136,849,2.0,2.0,10010.0,O4,5.0,15925.0,342429.0,20.0,31.0,23912100.0,1913.0,-73.98935829999999,40.7393227,0
268137,858,2.0,2.0,10016.0,O6,5.0,14812.0,224449.0,16.0,24.0,26802000.0,1925.0,-73.98521459999999,40.744046000000004,0
268140,859,2.0,2.0,10016.0,O6,5.0,9350.0,145437.0,16.0,16.0,16937550.0,1913.0,-73.9836266,40.7445179,0
268151,860,2.0,4.0,10016.0,O6,5.0,38575.0,614040.0,16.0,116.0,57502800.0,1920.0,-73.98572659999999,40.746052500000005,0
268152,860,2.0,4.0,10016.0,D6,4.0,3523.0,24212.0,21.0,21.0,2221650.0,2020.0,-73.9855354,40.745769700000004,3
268155,860,2.0,2.0,10016.0,H1,5.0,6419.0,120400.0,19.0,1.0,18478350.0,1920.0,-73.98335949999999,40.7448445,0
268156,858,2.0,2.0,10016.0,D8,3.0,9463.0,229251.0,46.0,123.0,26319150.0,2018.0,-73.9847202,40.7441612,2
268165,858,2.0,2.0,10016.0,RM,4.0,7338.0,90118.0,16.0,57.0,16507355.0,1917.0,-73.9842295,40.7436204,3
268166,861,2.0,2.0,10016.0,O6,5.0,20025.0,227053.0,17.0,46.0,28985850.0,1925.0,-73.9828468,40.7455992,0
268168,860,2.0,4.0,10016.0,D6,4.0,22151.0,407521.0,56.0,201.0,45695700.0,2017.0,-73.9851529,40.7457175,2
268180,859,2.0,4.0,10016.0,H3,5.0,3703.0,50997.0,23.0,1.0,2197800.0,2017.0,-73.9855319,40.7453086,0
268184,861,2.0,4.0,10016.0,O6,5.0,4674.0,71871.0,16.0,19.0,6308550.0,1917.0,-73.9842505,40.7464722,0
268186,862,2.0,4.0,10016.0,O4,5.0,4686.0,98847.0,22.0,47.0,9362250.0,1929.0,-73.98407359999999,40.7467192,0
268187,863,2.0,2.0,10016.0,D6,4.0,15800.0,341952.0,21.0,367.0,33798600.0,1913.0,-73.9819478,40.74686989999999,3
268203,863,2.0,2.0,10016.0,H8,8.0,7120.0,87550.0,19.0,1.0,4287150.0,1962.0,-73.98242049999999,40.747229499999996,0
268204,863,2.0,2.0,10016.0,O6,5.0,12610.0,233484.0,17.0,94.0,26470350.0,1925.0,-73.9827958,40.747495799999996,0
268206,861,2.0,4.0,10016.0,O6,5.0,18375.0,255447.0,16.0,20.0,21396600.0,1916.0,-73.9844671,40.7462472,0
268209,867,2.0,4.0,10016.0,O6,5.0,7735.0,115945.0,16.0,39.0,12687750.0,1925.0,-73.981882,40.750160799999996,0
268213,863,2.0,4.0,10016.0,O4,5.0,13000.0,235564.0,24.0,78.0,44318700.0,1927.0,-73.9834418,40.7476441,0
268224,863,2.0,4.0,10016.0,O6,5.0,7703.0,107095.0,16.0,120.0,11263500.0,1907.0,-73.984528,40.7479572,0
268226,865,2.0,4.0,10016.0,D4,3.0,7406.0,64598.0,17.0,58.0,6903900.0,1979.0,-73.98319240000001,40.7489753,3
268230,864,2.0,2.0,10016.0,D4,3.0,4567.0,58841.0,16.0,67.0,6408000.0,1924.0,-73.98128709999999,40.7477289,3
268233,867,2.0,4.0,10016.0,D4,3.0,9381.0,142836.0,16.0,186.0,17191800.0,1916.0,-73.981521,40.7502102,3
268237,865,2.0,4.0,10016.0,D7,4.0,6300.0,101306.0,20.0,102.0,10385550.0,1939.0,-73.9811247,40.7480527,3
268255,863,2.0,2.0,10016.0,O6,5.0,7400.0,113182.0,16.0,60.0,11442600.0,1926.0,-73.98306290000001,40.747139000000004,0
268309,875,2.0,2.0,10003.0,D4,3.0,5283.0,72501.0,16.0,103.0,7151400.0,1930.0,-73.986728,40.7372968,3
268315,875,2.0,2.0,10003.0,D4,3.0,13800.0,170000.0,18.0,193.0,21840750.0,1956.0,-73.9849925,40.736863,3
268335,880,2.0,2.0,10010.0,D4,3.0,12837.0,150340.0,26.0,191.0,17988300.0,1987.0,-73.98433490000001,40.7405353,3
268338,879,2.0,2.0,10010.0,D6,4.0,7702.0,101857.0,22.0,327.0,8804700.0,1928.0,-73.9840176,40.7395033,3
268340,880,2.0,2.0,10010.0,D4,3.0,13062.0,207201.0,20.0,198.0,21728700.0,1964.0,-73.9827653,40.739868200000004,3
268357,878,2.0,2.0,10010.0,D6,4.0,15577.0,145299.0,16.0,187.0,26599950.0,1900.0,-73.9862296,40.739778,3
268395,879,2.0,2.0,10010.0,RC,5.0,14516.0,285499.0,21.0,306.0,24316200.0,2006.0,-73.9831949,40.739275299999996,0
268436,884,2.0,2.0,10016.0,O4,5.0,9675.0,160114.0,20.0,58.0,16075800.0,1927.0,-73.9833562,40.743620299999996,0
268487,888,2.0,2.0,10016.0,D4,3.0,9875.0,133749.0,20.0,140.0,13134600.0,1964.0,-73.97922729999999,40.744761499999996,3
268499,890,2.0,2.0,10016.0,M9,8.0,9925.0,133000.0,17.0,1.0,22323600.0,1999.0,-73.9792304,40.7464659,0
268507,890,2.0,2.0,10016.0,RM,4.0,3833.0,33585.0,17.0,29.0,5832902.0,2002.0,-73.9789597,40.746389,3
268514,890,2.0,2.0,10016.0,RM,4.0,23337.0,259254.0,19.0,336.0,36447774.0,1961.0,-73.97853029999999,40.746199600000004,3
268515,892,2.0,4.0,10016.0,D6,4.0,10368.0,115221.0,16.0,119.0,11758950.0,1950.0,-73.97989390000001,40.7483956,3
268521,892,2.0,4.0,10016.0,RM,4.0,10368.0,118614.0,21.0,119.0,18618305.0,2006.0,-73.97971690000001,40.7486399,3
268527,887,2.0,2.0,10016.0,O4,5.0,21558.0,449437.0,34.0,78.0,31475700.0,1970.0,-73.982089,40.7454015,2
268530,893,2.0,4.0,10016.0,D4,3.0,3866.0,37262.0,16.0,33.0,3902400.0,1923.0,-73.9794786,40.7490296,3
268533,888,2.0,2.0,10016.0,RC,5.0,10765.0,208233.0,21.0,2.0,20367000.0,1962.0,-73.9801185,40.7454121,0
268534,889,2.0,2.0,10016.0,D6,4.0,15553.0,182767.0,20.0,222.0,24549750.0,1975.0,-73.9786749,40.745466799999996,3
268538,892,2.0,4.0,10016.0,D4,3.0,9895.0,129964.0,24.0,117.0,12089700.0,1966.0,-73.97837829999999,40.74775579999999,3
268541,888,2.0,2.0,10016.0,O6,5.0,7063.0,119064.0,18.0,19.0,11853000.0,1963.0,-73.98028459999999,40.7451651,0
268557,890,2.0,2.0,10016.0,D4,3.0,13054.0,200000.0,22.0,243.0,20199600.0,1953.0,-73.9806377,40.7470591,3
268561,897,2.0,2.0,10003.0,D4,3.0,10350.0,151832.0,20.0,200.0,14542200.0,1930.0,-73.9860503,40.734291299999995,3
268583,904,2.0,2.0,10010.0,D4,3.0,12050.0,158337.0,19.0,167.0,17897850.0,1972.0,-73.9825129,40.739149,3
268610,905,2.0,2.0,10010.0,D4,3.0,9636.0,112641.0,16.0,167.0,11883600.0,1963.0,-73.9805932,40.738868700000005,3
268625,904,2.0,2.0,10010.0,H8,8.0,4805.0,69706.0,22.0,2.0,7686450.0,2001.0,-73.98205109999999,40.738674100000004,0
268649,908,2.0,2.0,10016.0,D3,3.0,31205.0,138623.0,20.0,156.0,11573100.0,1965.0,-73.9797986,40.74115220000001,3
268785,913,2.0,2.0,10016.0,D4,3.0,12344.0,175000.0,20.0,167.0,17458650.0,1964.0,-73.97696850000001,40.7438498,3
268818,919,2.0,4.0,10016.0,D8,3.0,37219.0,624519.0,52.0,470.0,62190900.0,1997.0,-73.9746934,40.7479335,2
268829,919,2.0,4.0,10016.0,D8,3.0,11932.0,168555.0,25.0,193.0,22298400.0,1971.0,-73.9748485,40.748202500000005,3
268839,921,2.0,2.0,10003.0,D4,3.0,15487.0,197904.0,17.0,210.0,19229850.0,1965.0,-73.98318590000001,40.731919399999995,3
268845,919,2.0,4.0,10016.0,D7,4.0,1593.0,22488.0,19.0,22.0,3566700.0,2013.0,-73.9755088,40.748532,3
268849,919,2.0,4.0,10016.0,D7,4.0,4950.0,73216.0,19.0,71.0,12739500.0,2013.0,-73.97567480000001,40.748606200000005,3
268850,918,2.0,4.0,10016.0,D6,4.0,6804.0,82425.0,16.0,59.0,7693200.0,1963.0,-73.9760684,40.7479612,3
268855,920,2.0,4.0,10016.0,D8,3.0,22111.0,373248.0,36.0,372.0,46598850.0,2015.0,-73.9745054,40.7487075,2
268856,918,2.0,4.0,10016.0,RB,5.0,33798.0,396248.0,24.0,26.0,26402855.0,2012.0,-73.9749498,40.7472885,0
268912,928,2.0,2.0,10010.0,RM,4.0,16819.0,191225.0,21.0,209.0,39875890.0,2007.0,-73.97944629999999,40.7369554,3
268913,931,2.0,2.0,10010.0,H8,8.0,19750.0,140423.0,25.0,1.0,15397200.0,1984.0,-73.9780925,40.73878320000001,0
268942,935,2.0,2.0,10016.0,D6,4.0,6164.0,47820.0,18.0,70.0,6396300.0,1986.0,-73.97702690000001,40.7417199,3
268956,928,2.0,2.0,10010.0,D6,4.0,15800.0,153800.0,16.0,213.0,18821250.0,1965.0,-73.97995859999999,40.7371778,3
268961,944,2.0,4.0,10016.0,D6,4.0,33122.0,438635.0,36.0,720.0,43039800.0,1980.0,-73.9724525,40.7470876,2
268964,928,2.0,2.0,10010.0,RM,4.0,9875.0,114544.0,20.0,117.0,22335718.0,2002.0,-73.97902409999999,40.736782399999996,3
268971,1029,2.0,4.0,10019.0,W4,8.0,7532.0,76883.0,16.0,0.0,13018950.0,1986.0,-73.9802603,40.7662557,0
268986,944,2.0,4.0,10016.0,D8,3.0,13845.0,268874.0,27.0,255.0,28845900.0,2000.0,-73.97319940000001,40.7475489,3
268987,1029,2.0,4.0,10019.0,O4,5.0,10625.0,206334.0,20.0,26.0,38717100.0,1912.0,-73.98141899999999,40.76674179999999,0
269000,943,2.0,4.0,10016.0,RM,4.0,4836.0,95015.0,20.0,99.0,12937510.0,2001.0,-73.9735064,40.7468024,3
269001,1030,2.0,4.0,10019.0,D4,3.0,10050.0,122071.0,23.0,90.0,12970800.0,1968.0,-73.98001459999999,40.7669638,3
269013,1125,3.0,6.0,10023.0,D7,4.0,7663.0,80281.0,16.0,94.0,6223950.0,1929.0,-73.9777115,40.77726989999999,3
269020,1030,2.0,4.0,10019.0,D4,3.0,7531.0,82835.0,17.0,78.0,9468000.0,1938.0,-73.98068959999999,40.7672467,3
269022,1124,3.0,6.0,10023.0,D4,3.0,10217.0,192543.0,29.0,153.0,21868650.0,1927.0,-73.97714859999999,40.776408,3
269031,1011,2.0,4.0,10019.0,D4,3.0,7675.0,90425.0,16.0,58.0,9598050.0,1925.0,-73.97761059999999,40.76594779999999,3
269033,1124,3.0,6.0,10023.0,D4,3.0,10216.0,127961.0,16.0,129.0,13868550.0,1925.0,-73.97746629999999,40.7765425,3
269044,1129,3.0,6.0,10024.0,D4,3.0,14493.0,162676.0,16.0,102.0,18693900.0,1928.0,-73.9754178,40.779948299999994,3
269050,1141,3.0,6.0,10023.0,RM,4.0,17514.0,216606.0,29.0,270.0,33572250.0,1977.0,-73.9825427,40.7768096,3
269104,1164,3.0,6.0,10023.0,D4,3.0,5000.0,49327.0,16.0,60.0,4459500.0,1924.0,-73.98398979999999,40.7799114,3
269105,1164,3.0,6.0,10023.0,D6,4.0,12975.0,218851.0,22.0,265.0,17927550.0,1926.0,-73.98362879999999,40.7797659,3
269118,1169,3.0,6.0,10024.0,D5,3.0,15658.0,148299.0,18.0,66.0,14568750.0,1967.0,-73.9814071,40.7833008,3
269126,1184,3.0,6.0,10023.0,RD,3.0,2995.0,37408.0,19.0,29.0,4030655.0,1931.0,-73.984809,40.7818905,3
269127,1166,3.0,6.0,10023.0,D4,3.0,6436.0,85836.0,16.0,66.0,7734150.0,1925.0,-73.9829387,40.7814593,3
269136,1184,3.0,6.0,10023.0,D4,3.0,76300.0,689522.0,19.0,636.0,69933150.0,1950.0,-73.984495,40.781124600000005,3
269140,1162,3.0,6.0,10023.0,D4,3.0,7029.0,92239.0,17.0,115.0,8211600.0,1927.0,-73.98503000000001,40.778572100000005,3
269145,1171,3.0,6.0,10069.0,D9,3.0,27437.0,631204.0,33.0,506.0,67217400.0,1999.0,-73.988385,40.775152500000004,3
269146,1186,3.0,6.0,10024.0,D3,3.0,10217.0,134183.0,16.0,114.0,11711700.0,1927.0,-73.98165240000002,40.7842367,3
269158,1195,3.0,6.0,10024.0,D1,3.0,10217.0,109896.0,16.0,64.0,9804150.0,1927.0,-73.9730443,40.7828901,3
269159,1182,3.0,6.0,10023.0,D4,3.0,22596.0,253741.0,16.0,185.0,31362750.0,1963.0,-73.9860554,40.7790059,3
269168,1200,3.0,6.0,10024.0,D6,4.0,11884.0,126045.0,16.0,64.0,9004500.0,1926.0,-73.9706524,40.786155799999996,3
269171,1199,3.0,6.0,10024.0,D6,4.0,9604.0,103112.0,16.0,64.0,9132300.0,1929.0,-73.97079709999998,40.7855959,3
269172,1198,3.0,6.0,10024.0,D3,3.0,17550.0,253749.0,20.0,140.0,17834850.0,1931.0,-73.9704835,40.784347,3
269177,1199,3.0,6.0,10024.0,D6,4.0,7662.0,92065.0,20.0,61.0,5268150.0,1931.0,-73.9715228,40.785900700000006,3
269178,1200,3.0,6.0,10024.0,D7,4.0,11531.0,141498.0,16.5,155.0,18786150.0,1927.0,-73.97028420000001,40.785999200000006,3
269186,1203,3.0,6.0,10024.0,D3,3.0,10071.0,145476.0,19.0,136.0,11119500.0,1941.0,-73.9679072,40.7877854,3
269187,1200,3.0,6.0,10024.0,D6,4.0,9668.0,116021.0,20.0,80.0,7159500.0,1937.0,-73.9697932,40.785793299999995,3
269202,1208,3.0,6.0,10025.0,D6,4.0,52067.0,374550.0,26.0,252.0,11419650.0,1968.0,-73.9676814,40.7916335,3
269220,1208,3.0,6.0,10025.0,D3,3.0,23835.0,323691.0,16.0,161.0,13459050.0,1929.0,-73.9657425,40.790812200000005,3
269243,1216,3.0,6.0,10024.0,D3,3.0,8546.0,96546.0,17.0,67.0,6730200.0,1929.0,-73.9740538,40.786960799999996,3
269258,1221,3.0,6.0,10024.0,D3,3.0,100250.0,392411.0,19.0,1610.0,30874500.0,1963.0,-73.9714886,40.7899629,3
269259,1217,3.0,6.0,10024.0,D4,3.0,9165.0,97476.0,15.5,65.0,8797500.0,1925.0,-73.97358059999999,40.7873614,3
269325,1225,3.0,6.0,10025.0,D4,3.0,30213.0,515953.0,20.0,197.0,20960550.0,1968.0,-73.96864190000001,40.7920372,3
269337,1228,3.0,6.0,10024.0,D8,3.0,19075.0,288631.0,22.0,235.0,41863950.0,1982.0,-73.9799766,40.785274,3
269341,1226,3.0,6.0,10025.0,D6,4.0,25178.0,232831.0,16.0,171.0,29459700.0,1986.0,-73.9681757,40.7926217,3
269376,1244,3.0,6.0,10024.0,D4,3.0,10216.0,147289.0,20.0,104.0,11904300.0,1936.0,-73.9811142,40.78496679999999,3
269377,1244,3.0,6.0,10024.0,HS,5.0,1575.0,25639.0,17.0,1.0,2894850.0,1927.0,-73.9817098,40.7856064,0
269393,1247,3.0,6.0,10024.0,RM,4.0,10217.0,144500.0,20.0,32.0,37578151.0,2008.0,-73.9783288,40.7887677,3
269400,1248,3.0,6.0,10024.0,H6,3.0,11878.0,180405.0,22.0,215.0,20108700.0,1927.0,-73.9791772,40.7897395,3
269403,927,2.0,2.0,10010.0,D6,4.0,13800.0,185127.0,17.0,211.0,20437650.0,1930.0,-73.981348,40.7366593,3
269412,1248,3.0,6.0,10024.0,D4,3.0,8779.0,100137.0,16.0,95.0,7205400.0,1927.0,-73.9786103,40.7895006,3
269433,1318,2.0,4.0,10017.0,D6,4.0,8920.0,169828.0,32.5,182.0,16244550.0,1986.0,-73.9717216,40.751569599999996,2
269434,1318,2.0,4.0,10017.0,RM,4.0,7537.0,109822.0,35.0,8.0,15884100.0,2015.0,-73.9723639,40.75183320000001,2
269445,1310,2.0,4.0,10022.0,O4,5.0,6025.0,171591.0,33.0,53.0,33064200.0,1982.0,-73.9704508,40.760349700000006,0
269453,1318,2.0,4.0,10017.0,O6,5.0,12853.0,156626.0,17.0,21.0,13653000.0,1928.0,-73.9721797,40.752077500000006,0
269470,1319,2.0,4.0,10017.0,HS,5.0,7537.0,82829.0,20.0,96.0,5729400.0,1986.0,-73.9713963,40.7525686,0
269519,1334,2.0,4.0,10017.0,D4,3.0,11520.0,261401.0,32.0,459.0,24745050.0,1929.0,-73.9714808,40.749209,3
269523,1327,2.0,4.0,10022.0,D7,4.0,5021.0,60245.0,37.0,59.0,7053750.0,2018.0,-73.9677016,40.7575576,2
269532,1330,2.0,4.0,10022.0,D4,3.0,9414.0,124060.0,20.0,164.0,12346200.0,1970.0,-73.96679820000001,40.759629600000004,3
269534,1337,2.0,4.0,10017.0,D6,4.0,15865.0,186255.0,16.0,318.0,16370100.0,1929.0,-73.9703323,40.7509873,3
269537,1338,2.0,4.0,10017.0,O4,5.0,12067.0,189840.0,35.0,21.0,25713900.0,2018.0,-73.9685419,40.7513958,2
269545,1337,2.0,4.0,10017.0,O4,5.0,11975.0,325000.0,26.0,2.0,58147200.0,2006.0,-73.9689248,40.750707,0
269553,1338,2.0,4.0,10017.0,D6,4.0,17574.0,253256.0,33.0,250.0,25450200.0,1981.0,-73.9695596,40.751700799999995,2
269554,1339,2.0,4.0,10017.0,O6,5.0,10081.0,153689.0,16.0,1.0,29680650.0,1928.0,-73.969581,40.7522991,0
269570,1339,2.0,4.0,10017.0,D4,3.0,12552.0,154000.0,20.0,181.0,14989950.0,1959.0,-73.9689855,40.7520492,3
269575,1341,2.0,4.0,10017.0,Z4,8.0,10042.0,139000.0,24.0,3.0,27201600.0,1984.0,-73.96858780000001,40.753512,0
269588,1333,2.0,4.0,10017.0,D6,4.0,2962.0,61515.0,21.0,82.0,2713500.0,2020.0,-73.9725095,40.7489101,3
269590,1341,2.0,4.0,10017.0,Z4,8.0,5000.0,107000.0,23.0,1.0,17093250.0,1990.0,-73.96706479999999,40.7531905,0
269601,1340,2.0,4.0,10017.0,Z4,8.0,2500.0,25832.0,16.0,1.0,4179600.0,1985.0,-73.9683499,40.75292460000001,0
269631,1343,2.0,4.0,10022.0,D6,4.0,9300.0,115860.0,19.0,121.0,11840850.0,1959.0,-73.9678724,40.75518889999999,3
269721,1348,2.0,5.0,10022.0,HS,5.0,7932.0,186000.0,17.0,77.0,10644300.0,1900.0,-73.9645683,40.7578723,0
269760,1349,2.0,5.0,10022.0,D6,4.0,7825.0,73000.0,16.0,59.0,5478750.0,1931.0,-73.9640698,40.758525399999996,3
269776,1399,2.0,4.0,10065.0,D4,3.0,20083.0,246320.0,31.0,184.0,27504900.0,1968.0,-73.9643912,40.7651238,3
269819,1404,2.0,4.0,10021.0,D4,3.0,9540.0,132724.0,20.0,66.0,15323850.0,1961.0,-73.9621838,40.7681314,3
269826,1402,2.0,4.0,10065.0,D4,3.0,7541.0,104000.0,20.0,97.0,11077650.0,1960.0,-73.9631159,40.7668444,3
269844,1406,2.0,4.0,10021.0,D4,3.0,9706.0,112900.0,20.0,44.0,12542400.0,1963.0,-73.9632222,40.7705361,3
269873,1412,2.0,4.0,10075.0,RM,4.0,17304.0,197415.0,31.0,151.0,36478364.0,2000.0,-73.9582887,40.7734658,3
269887,1409,2.0,4.0,10021.0,D4,3.0,7666.0,107600.0,21.0,97.0,11962350.0,1963.0,-73.9598352,40.7713502,3
269896,1410,2.0,4.0,10021.0,RM,4.0,11851.0,123092.0,16.0,108.0,18744301.0,1961.0,-73.9607621,40.7729424,3
269897,1409,2.0,4.0,10021.0,D4,3.0,12766.0,162750.0,20.0,141.0,16313850.0,1961.0,-73.95965100000001,40.7716026,3
269972,1432,2.0,4.0,10075.0,D4,3.0,9705.0,132445.0,19.0,99.0,12746250.0,1965.0,-73.9578196,40.7730265,3
269977,1432,2.0,4.0,10075.0,D6,4.0,2511.0,22761.0,16.0,18.0,3190050.0,1981.0,-73.95600379999999,40.772633299999995,3
269987,1433,2.0,4.0,10075.0,D4,3.0,6206.0,63488.0,16.0,66.0,6554700.0,1929.0,-73.9559708,40.77341,3
269988,1433,2.0,4.0,10075.0,D4,3.0,7287.0,88231.0,19.0,110.0,9969300.0,1964.0,-73.9561802,40.773498,3
270023,1443,2.0,5.0,10065.0,D4,3.0,18525.0,132611.0,16.0,64.0,13842000.0,1928.0,-73.9588927,40.7659592,3
270063,1444,2.0,5.0,10021.0,D4,3.0,9957.0,134070.0,18.0,137.0,13900050.0,1963.0,-73.9575785,40.766186499999996,3
270067,1446,2.0,5.0,10021.0,D4,3.0,11919.0,132385.0,19.0,42.0,15184800.0,1930.0,-73.957718,40.7682122,3
270077,1440,2.0,5.0,10065.0,I5,8.0,20164.0,239235.0,16.0,1.0,46476450.0,2006.0,-73.9610667,40.764543599999996,0
270087,1447,2.0,5.0,10021.0,D4,3.0,10216.0,84823.0,16.0,60.0,7572150.0,1927.0,-73.9569308,40.7685001,3
270145,1446,2.0,5.0,10021.0,D4,3.0,8513.0,90247.0,16.0,35.0,9026550.0,1930.0,-73.95730290000002,40.7680391,3
270166,1460,2.0,5.0,10065.0,D4,3.0,11045.0,139000.0,16.0,148.0,14732550.0,1962.0,-73.9587715,40.763414700000006,3
270168,1461,2.0,5.0,10065.0,I9,8.0,28119.0,228637.0,16.0,0.0,55397025.0,1987.0,-73.95717929999999,40.7637408,0
