,borough,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
270829,MN,1560,2.0,5.0,10028.0,D6,4.0,21800.0,302049.0,35.0,316.0,34145550.0,1980.0,-73.9516385,40.7732052,0
271691,MN,1787,4.0,8.0,10035.0,D9,3.0,33807.0,247156.0,35.0,148.0,8113950.0,1974.0,-73.93615129999999,40.8017346,0
271769,MN,1787,4.0,8.0,10035.0,D9,3.0,26945.0,285185.0,35.0,216.0,10057950.0,1974.0,-73.93663149999999,40.8019353,0
272725,MN,1995,5.0,7.0,10027.0,D3,3.0,21075.0,256528.0,26.0,146.0,8037900.0,1968.0,-73.9599017,40.8169072,0
272734,MN,2016,5.0,9.0,10039.0,D4,3.0,344644.0,1487977.0,27.0,1229.0,24517350.0,1968.0,-73.936261,40.822926700000004,0
272735,MN,1995,5.0,7.0,10027.0,D3,3.0,42200.0,339104.0,26.0,182.0,9502200.0,1964.0,-73.9603497,40.8168717,0
273248,MN,2087,6.0,7.0,10031.0,D4,3.0,71837.0,410560.0,24.0,369.0,9464400.0,1964.0,-73.95443459999998,40.823555600000006,0
273757,MN,2138,6.0,10.0,10032.0,I1,8.0,364433.0,3693539.0,22.0,1.0,384395850.0,1930.0,-73.9416362,40.8406961,0
273788,MN,2139,6.0,10.0,10032.0,I4,8.0,53625.0,1651267.0,31.0,236.0,127188450.0,1970.0,-73.9430278,40.8447809,0
273819,MN,2139,6.0,10.0,10032.0,I4,8.0,26025.0,807327.0,31.0,1.0,67987350.0,1970.0,-73.94332490000001,40.8439192,0
274079,MN,2170,6.0,10.0,10040.0,D4,3.0,96675.0,223200.0,21.0,205.0,9219600.0,1959.0,-73.9269065,40.8593215,0
274120,MN,2170,6.0,10.0,10040.0,D4,3.0,61675.0,201206.0,21.0,169.0,10102050.0,1963.0,-73.92836870000001,40.857738700000006,0
274125,MN,2170,6.0,10.0,10040.0,D4,3.0,71350.0,222714.0,21.0,204.0,9424350.0,1961.0,-73.9278078,40.8582159,0
274164,MN,2170,6.0,10.0,10040.0,D4,3.0,118025.0,283388.0,21.0,218.0,10653300.0,1963.0,-73.9295145,40.857819,0
275137,BX,2346,7.0,17.0,10451.0,D7,4.0,30049.0,278555.0,26.0,279.0,4283550.0,2020.0,-73.92852090000001,40.816988099999996,3
275406,BX,2395,9.0,16.0,10456.0,D6,4.0,197199.0,638855.0,21.0,607.0,14857650.0,1964.0,-73.9084336,40.832887799999995,3
275688,BX,2443,7.0,16.0,10451.0,F5,6.0,271835.0,12000.0,25.0,1.0,468000.0,1931.0,-73.92168079999999,40.824054,3
276759,BX,2628,7.0,17.0,10455.0,D3,3.0,89225.0,914050.0,22.0,1007.0,17534250.0,1958.0,-73.90819499999999,40.8172482,3
282267,BX,3130,12.0,15.0,10460.0,D4,3.0,22500.0,214344.0,21.0,221.0,4859100.0,1972.0,-73.8802979,40.840794200000005,3
282941,BX,3251,10.0,11.0,10468.0,D4,3.0,89622.0,381213.0,21.0,352.0,6431400.0,1967.0,-73.8888852,40.8774446,3
282942,BX,3251,10.0,11.0,10468.0,D6,4.0,68259.0,1074490.0,42.0,872.0,15732900.0,1975.0,-73.8861876,40.8795554,3
283365,BX,3258,10.0,11.0,10463.0,D4,3.0,53000.0,232808.0,22.0,171.0,3163500.0,1965.0,-73.8987988,40.8808736,3
283449,BX,3261,10.0,14.0,10463.0,D3,3.0,139150.0,376185.0,21.0,344.0,6440850.0,1975.0,-73.9001895,40.8795436,3
292449,BX,4205,11.0,13.0,10461.0,W9,8.0,240008.0,959880.0,28.0,2.0,65919150.0,1972.0,-73.84443329999999,40.852443900000004,3
293804,BX,4290,11.0,13.0,10462.0,D3,3.0,107835.0,252400.0,24.0,230.0,4154850.0,1952.0,-73.8640572,40.8509097,3
300090,BX,4671,11.0,12.0,10467.0,D4,3.0,135529.0,318060.0,30.0,266.0,6223050.0,1971.0,-73.8609397,40.8776339,3
311980,MN,1014,2.0,3.0,10036.0,H3,5.0,14500.0,238818.0,22.0,1.0,12828600.0,1929.0,-73.9885,40.7573282,0
315629,MN,1373,2.0,5.0,10044.0,RR,4.0,23774.0,197258.0,21.0,266.0,26454151.0,2014.0,-73.95077490000001,40.7594537,0
316469,BK,45,13.0,33.0,11201.0,D6,4.0,52171.0,362940.0,26.0,79.0,10954350.0,2019.0,-73.99083929999999,40.7022,1
316598,BK,212,13.0,33.0,11201.0,D4,3.0,34821.0,352698.0,27.0,250.0,8219700.0,1967.0,-73.9912615,40.7003528,1
318013,BK,394,15.0,33.0,11217.0,D3,3.0,243000.0,509151.0,21.0,709.0,18366300.0,1965.0,-73.98382209999998,40.6825412,1
327637,BK,1189,17.0,35.0,11225.0,D3,3.0,63506.0,320000.0,33.0,321.0,10713150.0,1973.0,-73.9598184,40.6676559,1
329481,BK,1302,17.0,35.0,11225.0,D1,3.0,250325.0,1435162.0,25.0,1321.0,31307400.0,1960.0,-73.9581006,40.6650615,1
340548,BK,1933,13.0,35.0,11205.0,D4,3.0,120045.0,371890.0,24.0,327.0,14496750.0,1963.0,-73.9643993,40.689127,1
340549,BK,1933,13.0,35.0,11238.0,D4,3.0,99953.0,370990.0,24.0,328.0,11792700.0,1963.0,-73.9633788,40.6892447,1
340557,BK,1933,13.0,35.0,11238.0,D4,3.0,136970.0,370990.0,24.0,327.0,10787850.0,1963.0,-73.9620409,40.6893953,1
341393,BK,2007,13.0,35.0,11238.0,D4,3.0,84155.0,252500.0,31.0,300.0,9093600.0,1974.0,-73.9701642,40.682930999999996,1
341893,BK,2166,14.0,33.0,11249.0,D6,4.0,220071.0,559464.0,25.0,536.0,21873600.0,1974.0,-73.9662224,40.7062494,1
346568,BK,3058,14.0,34.0,11206.0,D4,3.0,180400.0,894000.0,22.0,774.0,24735600.0,1963.0,-73.9489821,40.706064700000006,1
346605,BK,3077,14.0,34.0,11206.0,D4,3.0,257500.0,751412.0,21.0,772.0,20419650.0,1965.0,-73.94689140000001,40.7045349,1
346606,BK,3078,14.0,34.0,11206.0,D4,3.0,259200.0,758750.0,21.0,774.0,18626400.0,1973.0,-73.94529720000001,40.704586299999995,1
355899,BK,3797,23.0,42.0,11212.0,D3,3.0,100000.0,176496.0,25.0,288.0,6948450.0,1948.0,-73.9021047,40.664355,1
398032,BK,6471,21.0,43.0,11214.0,D6,4.0,45688.0,292528.0,23.0,155.0,6219900.0,2019.0,-73.9971122,40.5952883,1
432429,QN,473,30.0,26.0,11101.0,H2,5.0,19159.0,182685.0,24.0,1.0,1947528.0,2018.0,-73.942612,40.7568836,2
465596,QN,2813,24.0,30.0,11379.0,C0,2.0,7040.0,3146.0,35.0,3.0,93180.0,1999.0,-73.8868092,40.726828399999995,2
527178,MN,1302,2.0,4.0,10017.0,RC,5.0,162672.0,1270270.0,50.0,49.0,319737588.0,1963.0,-73.9742574,40.75525089999999,0
532273,MN,1010,2.0,4.0,10019.0,D8,3.0,20621.0,572348.0,82.0,62.0,0.0,1924.0,-73.9775681,40.7649531,0
581961,BX,5759,10.0,11.0,10463.0,D3,3.0,175000.0,345000.0,21.0,401.0,4968450.0,1962.0,-73.90650009999999,40.8844674,3
588079,MN,156,2.0,1.0,10278.0,O9,5.0,136994.0,1653794.0,45.0,45.0,157365900.0,1968.0,-74.0038165,40.7151364,0
588083,MN,156,2.0,1.0,10278.0,O4,5.0,71586.0,905500.0,41.0,41.0,78493500.0,1977.0,-74.0045885,40.7155645,0
588211,MN,1538,2.0,5.0,10128.0,D4,3.0,74758.0,759187.0,42.0,656.0,60465600.0,1973.0,-73.9494689,40.782311299999996,0
589365,BK,2283,14.0,33.0,11249.0,HB,5.0,50000.0,185141.0,22.0,184.0,16983900.0,2017.0,-73.956737,40.722289399999994,1
594547,MN,1317,2.0,4.0,10017.0,O4,5.0,31129.0,559755.0,27.0,57.0,65271150.0,1960.0,-73.9733313,40.7515809,0
594583,MN,1132,3.0,3.0,10023.0,D8,3.0,6827.0,312041.0,48.0,259.0,39622050.0,2013.0,-73.9867177,40.7710874,0
594702,MN,1290,2.0,4.0,10022.0,O4,5.0,12552.0,214392.0,21.0,20.0,46994400.0,1957.0,-73.9724363,40.760045500000004,0
595183,BX,2304,7.0,8.0,10454.0,D3,3.0,264000.0,550000.0,22.0,642.0,10022400.0,1963.0,-73.92216450000001,40.812109299999996,3
595332,MN,1601,3.0,9.0,10035.0,D7,4.0,48906.0,162530.0,21.0,148.0,5302800.0,1976.0,-73.9462936,40.801874299999994,0
595395,BX,3343,10.0,11.0,10467.0,D9,3.0,49127.0,673920.0,28.0,402.0,12757950.0,1970.0,-73.8773741,40.8799937,3
597179,MN,1322,2.0,4.0,10017.0,O4,5.0,26900.0,563420.0,39.0,61.0,62539200.0,1964.0,-73.9710922,40.7547122,0
597218,MN,1012,2.0,3.0,10018.0,H2,5.0,9876.0,158519.0,29.0,3.0,11999520.0,2018.0,-73.988125,40.7550692,0
597219,MN,1556,2.0,5.0,10128.0,D3,3.0,11250.0,162682.0,24.0,215.0,22171950.0,2019.0,-73.9479919,40.782480799999995,0
597702,MN,1296,2.0,4.0,10017.0,O4,5.0,24786.0,520416.0,24.0,40.0,78361200.0,1923.0,-73.9775144,40.751601,0
598219,MN,835,2.0,4.0,10001.0,D6,4.0,36025.0,886042.0,26.0,697.0,0.0,1912.0,-73.9875377,40.7492454,0
598537,QN,266,30.0,26.0,11101.0,D6,4.0,66000.0,710860.0,54.0,791.0,63753750.0,1929.0,-73.9396359,40.747006400000004,2
598781,QN,403,30.0,26.0,11101.0,D6,4.0,22256.0,882579.0,64.0,959.0,39464100.0,2019.0,-73.93620779999999,40.7502873,2
598920,QN,425,30.0,26.0,11101.0,D6,4.0,14920.0,390824.0,44.0,392.0,39497400.0,2015.0,-73.9423071,40.7505815,2
598935,QN,418,30.0,26.0,11101.0,D7,4.0,4143.0,91114.0,24.0,88.0,781994.0,2019.0,-73.9368282,40.750724100000006,2
598955,QN,420,30.0,26.0,11101.0,O4,5.0,92653.0,1143631.0,27.0,1.0,166541400.0,2017.0,-73.9386056,40.748949200000006,2
599269,MN,1258,2.0,4.0,10036.0,O4,5.0,34300.0,949976.0,33.0,45.0,113971050.0,1926.0,-73.9817906,40.7543026,0
599280,MN,1259,2.0,4.0,10036.0,O4,5.0,48199.0,615000.0,21.0,1.0,87849900.0,1962.0,-73.98285870000001,40.755598299999996,0
599367,MN,1427,2.0,4.0,10021.0,D4,3.0,24480.0,206504.0,27.0,152.0,20742750.0,1966.0,-73.9600021,40.7699559,0
599833,MN,1024,2.0,4.0,10019.0,O4,5.0,26525.0,701095.0,41.0,82.0,94988250.0,1969.0,-73.9825247,40.762913,0
599864,MN,838,2.0,4.0,10018.0,D7,4.0,4936.0,68721.0,21.0,73.0,11177550.0,2013.0,-73.98412330000001,40.7501776,0
599881,MN,835,2.0,4.0,10118.0,O4,5.0,91351.0,2812739.0,102.0,513.0,447808500.0,1931.0,-73.98571170000001,40.74845139999999,0
599882,MN,1004,2.0,4.0,10019.0,O4,5.0,80333.0,1633544.0,51.0,48.0,366296400.0,1985.0,-73.9817958,40.7616942,0
599884,MN,1005,2.0,4.0,10019.0,O4,5.0,74631.0,1482208.0,46.0,79.0,320704200.0,1965.0,-73.980027,40.761768,0
599887,MN,1026,2.0,3.0,10019.0,O4,5.0,46442.0,843564.0,40.0,1.0,186588000.0,2008.0,-73.9835277,40.764892100000004,0
599899,MN,1006,2.0,4.0,10019.0,O4,5.0,35799.0,753137.0,35.0,35.0,103791150.0,1988.0,-73.9807017,40.76287979999999,0
599903,MN,1000,2.0,4.0,10105.0,H2,5.0,15565.0,300941.0,34.0,1.0,7747200.0,2020.0,-73.9833739,40.7592489,0
599905,MN,1001,2.0,4.0,10036.0,H1,5.0,13153.0,277509.0,35.0,2.0,19458900.0,2018.0,-73.9833124,40.7597182,0
599909,MN,1007,2.0,4.0,10019.0,H1,5.0,25413.0,634793.0,57.0,3.0,106867350.0,1987.0,-73.98046690000001,40.7634644,0
599910,MN,1009,2.0,4.0,10019.0,D4,3.0,25125.0,418114.0,21.0,328.0,40435650.0,1962.0,-73.9778315,40.76408970000001,0
599913,MN,1001,2.0,4.0,10036.0,O4,5.0,102452.0,2636182.0,51.0,71.0,501645600.0,1971.0,-73.9820672,40.7593805,0
599916,MN,1021,2.0,3.0,10019.0,D6,4.0,35167.0,578099.0,40.0,554.0,80060850.0,1998.0,-73.98581709999999,40.7618265,0
599921,MN,1002,2.0,4.0,10019.0,O4,5.0,62459.0,1020000.0,32.0,7.0,195077700.0,1999.0,-73.982843,40.7605196,0
599924,MN,1028,2.0,4.0,10106.0,O4,5.0,32425.0,866359.0,45.0,103.0,185575950.0,1970.0,-73.9808815,40.76536110000001,0
599926,MN,1013,2.0,3.0,10036.0,O4,5.0,10109.0,235300.0,25.0,1.0,88529850.0,1921.0,-73.9881573,40.7561726,0
599928,MN,1003,2.0,4.0,10020.0,O4,5.0,48200.0,865759.0,23.0,52.0,135572850.0,1963.0,-73.9820559,40.7609504,0
599930,MN,1048,2.0,3.0,10019.0,RC,5.0,29100.0,461930.0,24.0,6.0,68378143.0,1929.0,-73.9849818,40.7680597,0
599931,MN,1021,2.0,3.0,10019.0,H3,5.0,6025.0,84577.0,23.0,1.0,13967550.0,2012.0,-73.9849652,40.761562899999994,0
599934,MN,1014,2.0,3.0,10036.0,H2,5.0,17574.0,690000.0,46.0,3.0,79047000.0,2000.0,-73.9890053,40.7575423,0
599936,MN,1271,2.0,4.0,10019.0,O4,5.0,17555.0,543411.0,50.0,73.0,117675900.0,1988.0,-73.975103,40.7622941,0
599938,MN,1042,2.0,3.0,10019.0,RD,3.0,10042.0,216153.0,42.0,424.0,37940459.0,2005.0,-73.9859611,40.763618900000004,0
599939,MN,1025,2.0,4.0,10019.0,O4,5.0,30150.0,596559.0,41.0,36.0,69012900.0,1968.0,-73.98227179999999,40.7635113,0
599944,MN,1275,2.0,4.0,10016.0,H3,5.0,4925.0,84500.0,31.0,1.0,13556250.0,1988.0,-73.9810694,40.752109499999996,0
599947,MN,1033,2.0,3.0,10036.0,D6,4.0,25707.0,249052.0,23.0,258.0,20455200.0,2002.0,-73.9919072,40.7586158,0
599948,MN,1118,3.0,6.0,10023.0,D6,4.0,28000.0,339993.0,39.0,128.0,28012250.0,2019.0,-73.9804137,40.7725714,0
599956,MN,1275,2.0,4.0,10016.0,O4,5.0,21887.0,407127.0,25.0,11.0,55690650.0,1926.0,-73.9797016,40.751590500000006,0
599959,MN,1277,2.0,4.0,10017.0,O4,5.0,33137.0,733001.0,40.0,70.0,120812850.0,1965.0,-73.9794015,40.7533251,0
599960,MN,1033,2.0,3.0,10036.0,D8,3.0,10459.0,230000.0,41.0,272.0,31908150.0,2003.0,-73.99151020000001,40.7582727,0
599967,MN,1290,2.0,4.0,10022.0,O4,5.0,16960.0,444293.0,36.0,27.0,88353900.0,1981.0,-73.9732772,40.76043,0
599970,MN,1298,2.0,4.0,10017.0,D8,3.0,11207.0,352725.0,48.0,362.0,35611650.0,2000.0,-73.974237,40.7521301,0
599971,MN,1278,2.0,4.0,10017.0,O4,5.0,32536.0,558735.0,22.0,214.0,141865650.0,1922.0,-73.9789538,40.7539371,0
599975,MN,1263,2.0,4.0,10036.0,O4,5.0,25104.0,373005.0,32.0,2.0,62406450.0,1927.0,-73.9789816,40.757077100000004,0
599980,MN,1264,2.0,4.0,10020.0,O9,5.0,142087.0,1898155.0,22.0,230.0,303943050.0,1939.0,-73.97984029999999,40.758419399999994,0
599981,MN,1291,2.0,4.0,10022.0,O4,5.0,30966.0,528552.0,37.0,25.0,107610750.0,1986.0,-73.9721327,40.76088529999999,0
599983,MN,1279,2.0,4.0,10017.0,O4,5.0,18800.0,380776.0,25.0,2.0,58639500.0,1922.0,-73.9784085,40.7546973,0
599984,MN,1275,2.0,4.0,10016.0,O4,5.0,37196.0,778203.0,36.0,1.0,146290500.0,1950.0,-73.9789257,40.7513406,0
599985,MN,1303,2.0,4.0,10017.0,H1,5.0,22425.0,406261.0,34.0,1.0,39265650.0,1923.0,-73.9726656,40.7554619,0
599987,MN,1291,2.0,4.0,10022.0,O4,5.0,20425.0,369787.0,33.0,2.0,42055650.0,1962.0,-73.97268129999999,40.7611792,0
599988,MN,1295,2.0,4.0,10016.0,O4,5.0,52831.0,1088389.0,46.0,39.0,185566500.0,1982.0,-73.9777565,40.7508737,0
599989,MN,1299,2.0,4.0,10017.0,O4,5.0,17070.0,359326.0,35.0,62.0,46658700.0,1931.0,-73.97378570000001,40.7524319,0
599991,MN,1281,2.0,4.0,10176.0,O4,5.0,18950.0,427158.0,38.0,74.0,70300800.0,1927.0,-73.9788703,40.7553863,0
599992,MN,1275,2.0,4.0,10017.0,O4,5.0,13725.0,301128.0,45.0,85.0,38640150.0,1929.0,-73.9794417,40.7517826,0
599994,MN,1264,2.0,4.0,10020.0,O4,5.0,19875.0,389438.0,28.0,5.0,77875200.0,1949.0,-73.9784472,40.757675299999995,0
599998,MN,1286,2.0,4.0,10022.0,H1,5.0,35720.0,832240.0,51.0,1.0,95580000.0,1980.0,-73.97492059999999,40.757951899999995,0
600000,MN,1286,2.0,4.0,10022.0,O4,5.0,30625.0,656436.0,33.0,2.0,167739750.0,1994.0,-73.9742168,40.75768,0
600002,MN,1269,2.0,4.0,10019.0,D6,4.0,2209.0,74291.0,73.0,184.0,11382750.0,2015.0,-73.9782727,40.7616936,0
600003,MN,1305,2.0,4.0,10022.0,O4,5.0,17350.0,345743.0,22.0,17.0,37598850.0,1980.0,-73.9726398,40.7568589,0
600004,MN,1295,2.0,4.0,10016.0,O4,5.0,14044.0,225000.0,22.0,30.0,20796300.0,1958.0,-73.9764827,40.7501599,0
600005,MN,1295,2.0,4.0,10017.0,O4,5.0,46148.0,986431.0,41.0,23.0,117653400.0,1974.0,-73.9758764,40.750080100000005,0
600006,MN,1300,2.0,4.0,10017.0,O4,5.0,38168.0,665110.0,28.0,8.0,105614100.0,1959.0,-73.9733198,40.7531756,0
600008,MN,1287,2.0,4.0,10022.0,O4,5.0,27925.0,536992.0,31.0,2.0,135693000.0,1961.0,-73.97372929999999,40.7583057,0
600009,MN,1276,2.0,4.0,10017.0,O4,5.0,45839.0,1142417.0,36.0,2.0,233586450.0,2002.0,-73.9800333,40.7526473,0
600012,MN,1295,2.0,4.0,10017.0,O4,5.0,14812.0,246605.0,26.0,131.0,37161000.0,1930.0,-73.9770238,40.7507364,0
600014,MN,1297,2.0,4.0,10017.0,O4,5.0,37525.0,1035307.0,68.0,167.0,185887800.0,1930.0,-73.9753741,40.751636299999994,0
600016,MN,1288,2.0,4.0,10055.0,O4,5.0,38314.0,1064223.0,40.0,20.0,237496500.0,1980.0,-73.97367120000001,40.7591236,0
600018,MN,1309,2.0,4.0,10022.0,O4,5.0,25125.0,426775.0,32.0,40.0,40136850.0,1964.0,-73.9697584,40.75890029999999,0
600020,MN,1305,2.0,4.0,10022.0,O4,5.0,16300.0,458300.0,50.0,50.0,46209150.0,1931.0,-73.97240500000001,40.7570757,0
600021,MN,1301,2.0,4.0,10017.0,O4,5.0,46141.0,743789.0,30.0,30.0,117600750.0,1957.0,-73.9734891,40.7540787,0
600024,MN,1297,2.0,4.0,10017.0,O4,5.0,34771.0,666376.0,32.0,40.0,92957850.0,1952.0,-73.97461990000001,40.751356200000004,0
600025,MN,1298,2.0,4.0,10017.0,O4,5.0,35145.0,627691.0,31.0,42.0,166980600.0,1987.0,-73.974948,40.7522455,0
600026,MN,1301,2.0,4.0,10017.0,O4,5.0,38210.0,761384.0,34.0,65.0,106998750.0,1957.0,-73.9728142,40.7538562,0
600028,MN,1288,2.0,4.0,10022.0,O4,5.0,15750.0,292663.0,30.0,1.0,113932350.0,2007.0,-73.9747322,40.759705700000005,0
600033,MN,1306,2.0,4.0,10022.0,O4,5.0,32625.0,624883.0,34.0,38.0,79042950.0,1958.0,-73.9712716,40.7571907,0
600037,MN,1303,2.0,4.0,10017.0,O4,5.0,40166.0,1039281.0,42.0,16.0,143023950.0,1966.0,-73.974138,40.7560139,0
600040,MN,1315,2.0,4.0,10017.0,H1,5.0,29625.0,517158.0,40.0,5.0,60798600.0,1980.0,-73.9739815,40.7501072,0
600041,MN,1317,2.0,4.0,10017.0,D3,3.0,6636.0,87151.0,26.0,22.0,11551500.0,1990.0,-73.9719997,40.7509823,0
600042,MN,1307,2.0,4.0,10022.0,O4,5.0,59950.0,849014.0,38.0,102.0,260679150.0,1958.0,-73.9721482,40.7584563,0
600044,MN,1307,2.0,4.0,10022.0,O4,5.0,45022.0,984485.0,47.0,36.0,214324200.0,1985.0,-73.9707515,40.7578658,0
600054,MN,1319,2.0,4.0,10017.0,O4,5.0,25768.0,405399.0,23.0,20.0,62180100.0,1960.0,-73.9722155,40.7528872,0
600078,MN,1282,2.0,4.0,10017.0,O4,5.0,18075.0,345048.0,29.0,37.0,78950250.0,1991.0,-73.97845140000001,40.7560367,0
600094,MN,1931,5.0,9.0,10027.0,D9,3.0,19984.0,394804.0,28.0,195.0,36264150.0,2017.0,-73.9493648,40.8099534,0
600516,MN,1321,2.0,4.0,10017.0,O4,5.0,40820.0,805467.0,48.0,27.0,112222350.0,1971.0,-73.9702265,40.753493299999995,0
600530,MN,1324,2.0,4.0,10022.0,O4,5.0,29775.0,529169.0,40.0,71.0,95593950.0,1969.0,-73.9700955,40.7559059,0
600555,MN,1289,2.0,4.0,10022.0,O4,5.0,11650.0,197948.0,25.0,31.0,54372600.0,1985.0,-73.9735084,40.76002929999999,0
600648,MN,431,1.0,2.0,10009.0,D4,3.0,40955.0,194800.0,21.0,203.0,16423650.0,1964.0,-73.98678829999999,40.724679200000004,0
602060,MN,1432,2.0,4.0,10075.0,D4,3.0,12089.0,175671.0,21.0,128.0,17517600.0,1965.0,-73.95759559999999,40.7732652,0
602069,MN,1439,2.0,5.0,10065.0,D6,4.0,13500.0,210305.0,21.0,166.0,20747700.0,1962.0,-73.95972459999999,40.763239399999996,0
602102,MN,1561,2.0,5.0,10028.0,D6,4.0,15973.0,210428.0,21.0,205.0,12733200.0,1964.0,-73.9511832,40.7736798,0
602111,MN,1561,2.0,5.0,10028.0,D3,3.0,42194.0,502595.0,33.0,415.0,37339200.0,1966.0,-73.9497213,40.7732263,0
602136,MN,1470,2.0,5.0,10021.0,RM,4.0,21820.0,186267.0,31.0,184.0,27204739.0,1999.0,-73.95374559999999,40.7699535,0
603155,MN,173,2.0,1.0,10013.0,D6,4.0,28608.0,396000.0,21.0,359.0,49000500.0,2005.0,-74.0046715,40.7169122,0
603171,MN,570,2.0,2.0,10003.0,RM,4.0,19067.0,143044.0,23.0,54.0,21022656.0,2016.0,-73.9928519,40.734305600000006,0
603211,MN,573,2.0,3.0,10011.0,D4,3.0,21248.0,269119.0,21.0,426.0,33672150.0,1926.0,-73.9963088,40.7332463,0
603242,MN,779,2.0,3.0,10001.0,O4,5.0,6806.0,143845.0,21.0,62.0,11449350.0,1927.0,-73.9931428,40.748240700000004,0
603256,MN,790,2.0,3.0,10011.0,D4,3.0,25812.0,371863.0,21.0,361.0,34054200.0,1963.0,-73.99907979999999,40.738749600000006,0
603300,MN,864,2.0,2.0,10016.0,D4,3.0,10000.0,218364.0,26.0,275.0,22628250.0,1932.0,-73.98149649999999,40.7474929,0
603324,MN,832,2.0,3.0,10001.0,O4,5.0,12755.0,178884.0,22.0,1.0,9247950.0,2020.0,-73.9886713,40.74740870000001,0
603336,MN,882,2.0,2.0,10016.0,D6,4.0,5530.0,128186.0,35.0,104.0,7864650.0,2019.0,-73.98182309999999,40.741240399999995,0
603347,MN,890,2.0,2.0,10016.0,D6,4.0,13133.0,164073.0,21.0,196.0,24675300.0,1980.0,-73.980165,40.7468915,0
603365,MN,893,2.0,4.0,10016.0,D4,3.0,25527.0,329706.0,35.0,272.0,32955750.0,1975.0,-73.976866,40.748093100000006,0
603395,MN,1124,3.0,6.0,10023.0,D4,3.0,42143.0,617569.0,31.0,253.0,65294550.0,1931.0,-73.9766865,40.776061999999996,0
603399,MN,1011,2.0,4.0,10019.0,H5,5.0,20083.0,353996.0,22.0,4.0,19078200.0,1929.0,-73.9790004,40.766379,0
603403,MN,913,2.0,2.0,10016.0,D6,4.0,24237.0,351560.0,33.0,311.0,36139950.0,1972.0,-73.9784803,40.7446158,0
603407,MN,1011,2.0,4.0,10019.0,D4,3.0,8312.0,142283.0,25.0,64.0,15288750.0,1927.0,-73.9770692,40.765706200000004,0
603414,MN,1162,3.0,6.0,10023.0,D4,3.0,34300.0,421205.0,41.0,395.0,59737500.0,1971.0,-73.982788,40.777797799999995,0
603418,MN,1011,2.0,4.0,10019.0,D4,3.0,14250.0,307549.0,36.0,198.0,33615000.0,1940.0,-73.9779355,40.766055,0
603438,MN,1204,3.0,6.0,10024.0,D4,3.0,39765.0,608532.0,29.0,208.0,57014550.0,1930.0,-73.9677083,40.788359,0
603441,MN,1225,3.0,6.0,10025.0,D4,3.0,40525.0,323484.0,27.0,202.0,16257150.0,1967.0,-73.97056640000001,40.792798,0
603451,MN,1206,3.0,6.0,10025.0,D7,4.0,25177.0,244841.0,30.0,205.0,7549650.0,1970.0,-73.968816,40.790459000000006,0
603455,MN,1240,3.0,6.0,10025.0,H6,3.0,16050.0,279316.0,22.0,1.0,11220300.0,1927.0,-73.9745427,40.792711100000005,0
603456,MN,1218,3.0,6.0,10024.0,D7,4.0,45219.0,324992.0,32.0,271.0,28653750.0,1975.0,-73.97377879999999,40.788462100000004,0
603482,MN,1333,2.0,4.0,10017.0,D4,3.0,28325.0,394086.0,21.0,361.0,35090100.0,1963.0,-73.9724988,40.7485588,0
603488,MN,1224,3.0,6.0,10025.0,D4,3.0,23549.0,199526.0,26.0,169.0,11430900.0,1966.0,-73.969043,40.7914088,0
603505,MN,1449,2.0,5.0,10021.0,RM,4.0,20441.0,216565.0,39.0,200.0,29182501.0,1985.0,-73.95525119999999,40.7697977,0
603511,MN,1339,2.0,4.0,10017.0,RM,4.0,20139.0,217163.0,44.0,89.0,47598764.0,2008.0,-73.9682999,40.7517581,0
603516,MN,1417,2.0,4.0,10065.0,D6,4.0,15564.0,207284.0,21.0,185.0,18955350.0,1964.0,-73.963053,40.7630896,0
603517,MN,1418,2.0,4.0,10065.0,D6,4.0,38500.0,566083.0,34.0,547.0,59522400.0,1963.0,-73.9627675,40.7635973,0
603518,MN,1418,2.0,4.0,10065.0,D6,4.0,13054.0,215465.0,30.0,116.0,20281500.0,1968.0,-73.9640811,40.7643387,0
603519,MN,1421,2.0,4.0,10065.0,D6,4.0,40168.0,490652.0,45.0,328.0,60908400.0,1979.0,-73.9614199,40.7655977,0
603540,MN,1422,2.0,4.0,10065.0,D6,4.0,24268.0,348130.0,31.0,181.0,30714300.0,1973.0,-73.9608131,40.7660669,0
603542,MN,1428,2.0,4.0,10021.0,D4,3.0,13753.0,194856.0,21.0,155.0,18459450.0,1962.0,-73.9594204,40.770716,0
603546,MN,1410,2.0,4.0,10021.0,D6,4.0,12260.0,186802.0,20.5,103.0,17492850.0,1962.0,-73.9593907,40.7720334,0
603554,MN,1468,2.0,5.0,10021.0,D6,4.0,30650.0,410902.0,34.0,293.0,31495950.0,1969.0,-73.9534112,40.768012899999995,0
603561,MN,1527,2.0,5.0,10028.0,D6,4.0,11340.0,205261.0,28.0,233.0,34346250.0,1980.0,-73.95568759999999,40.7759049,0
603571,MN,1579,2.0,5.0,10028.0,D4,3.0,24374.0,345242.0,42.0,125.0,30467250.0,1973.0,-73.94695250000001,40.772791399999996,0
603577,MN,1579,2.0,5.0,10028.0,D4,3.0,21925.0,255420.0,21.0,189.0,27202500.0,1965.0,-73.94824440000001,40.773577,0
